DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
221804094,01/03/2022,01/03/2022,0043,18,Southeast,1822,997,TRAFFIC COLLISION,3101 3037 3026 3003 3025 4025,39,M,B,101,STREET,CENTURY                      BL,SPRING                       ST,"(33.9456, -118.2762)"
222004080,01/04/2022,01/03/2022,2200,20,Olympic,2049,997,TRAFFIC COLLISION,0605 3004 3026 3029 3033 3035 3036 3101 4024 1402,38,M,H,101,STREET,JAMES M WOOD                 BL,HOOVER                       ST,"(34.056, -118.2842)"
221806701,03/01/2022,01/04/2022,2335,18,Southeast,1822,997,TRAFFIC COLLISION,4025 3037 3003 3024 3029 3101,34,M,H,103,ALLEY,101ST                        ST,BROADWAY,"(33.9446, -118.2781)"
221905437,02/07/2022,01/04/2022,1750,19,Mission,1902,997,TRAFFIC COLLISION,3028 4019 3030 3032 3037 3012 3104,53,M,O,108,PARKING LOT,15000    OLIVE VIEW                   DR,,"(34.3247, -118.4601)"
221704108,01/05/2022,01/04/2022,0615,17,Devonshire,1717,997,TRAFFIC COLLISION,3101 4026 3011 3028 3034 3037,35,M,W,102,SIDEWALK,SIMONDS                      ST,WOODLEY                      AV,"(34.2767, -118.4847)"
220404090,01/04/2022,01/04/2022,1150,04,Hollenbeck,0473,997,TRAFFIC COLLISION,0605 3014 3028 3033 3034 3037 3101 4024 3401 3701,99,M,O,101,STREET,7TH,SOTO,"(34.0323, -118.217)"
222104094,01/04/2022,01/04/2022,1755,21,Topanga,2144,997,TRAFFIC COLLISION,4026 3037 3039 3006 3028 3101,30,F,H,101,STREET,VANOWEN                      ST,SHOUP                        AV,"(34.1937, -118.6146)"
220804193,01/06/2022,01/04/2022,1500,08,West LA,0807,997,TRAFFIC COLLISION,3028 3104 4008 3011 3034 3036 3701 3401,99,,,101,STREET,MULHOLLAND                   DR,BENEDICT CANYON              DR,"(34.1126, -118.4441)"
222004086,01/04/2022,01/04/2022,0625,20,Olympic,2021,997,TRAFFIC COLLISION,3034 3037 3101 3401 3701 3030 3011 3028 4027,21,,,101,STREET,WILSHIRE                     BL,WILTON                       PL,"(34.0617, -118.3142)"
222104095,01/04/2022,01/04/2022,1750,21,Topanga,2156,997,TRAFFIC COLLISION,3004 3028 4026 3030 3037 3039 3602 3101,30,M,O,101,STREET,TOPANGA CANYON               BL,VANOWEN                      ST,"(34.1938, -118.6059)"
221704069,01/04/2022,01/04/2022,0500,17,Devonshire,1737,997,TRAFFIC COLLISION,3101 3003 3027 4026 3037 1218,57,M,W,101,STREET,CHATSWORTH                   ST,PETIT                        AV,"(34.2647, -118.4979)"
220804141,01/04/2022,01/04/2022,1335,08,West LA,0835,997,TRAFFIC COLLISION,3101 3401 3701 3011 4027 3035 3037,21,,,108,PARKING LOT,SEPULVEDA                    BL,SANTA MONICA                 BL,"(34.0474, -118.4443)"
220604146,01/04/2022,01/04/2022,1255,06,Hollywood,0636,997,TRAFFIC COLLISION,3037 3101 3401 3701 3006 3028 3034 4027,30,M,H,101,STREET,CHEROKEE                     AV,HOLLYWOOD                    BL,"(34.1016, -118.3348)"
220704118,01/04/2022,01/04/2022,1205,07,Wilshire,0783,997,TRAFFIC COLLISION,1402 3101 3401 3701 3006 3034 3036 3038 4027 3025,42,M,H,101,STREET,CLOVERDALE                   AV,APPLE                        ST,"(34.0344, -118.3566)"
221104139,01/04/2022,01/04/2022,1345,11,Northeast,1113,997,TRAFFIC COLLISION,0605 3004 3028 3033 3034 3037 3101 4024 3401 3701,30,F,O,101,STREET,LOY,COLLEGE VIEW,"(34.1378, -118.2196)"
220504114,01/04/2022,01/04/2022,0735,05,Harbor,0515,997,TRAFFIC COLLISION,3101 4025 3037 3006 3026,44,F,H,108,PARKING LOT,WILMINGTON                   BL,OPP                          ST,"(33.7948, -118.2694)"
221104096,01/04/2022,01/04/2022,0045,11,Northeast,1107,997,TRAFFIC COLLISION,0605 3004 3028 3037 1218 4024 3401 3701 3101,28,M,H,101,STREET,OAK GROVE                    DR,AVOCA                        ST,"(34.1313, -118.1956)"
221404107,01/04/2022,01/04/2022,0023,14,Pacific,1494,997,TRAFFIC COLLISION,3012 3026 3034 3037 3103 3401 3701 4014,40,M,B,101,STREET,AVIATION                     BL,104TH                        ST,"(33.9422, -118.3789)"
220204159,01/04/2022,01/04/2022,1550,02,Rampart,0256,997,TRAFFIC COLLISION,3008 3025 3101 4024 0605 3401 3701 3037 3035,18,M,H,101,STREET,WILSHIRE,UNION,"(34.0554, -118.2702)"
220304097,01/04/2022,01/04/2022,0105,03,Southwest,0359,997,TRAFFIC COLLISION,3101 3037 3011 3030 4025,,M,O,101,STREET,FIGUEROA,EXPOSITION,"(34.0182, -118.2824)"
220304155,01/04/2022,01/04/2022,1830,03,Southwest,0397,997,TRAFFIC COLLISION,3004 3026 4025 3029 3101 3037,27,F,H,101,STREET,NORMANDIE                    AV,41ST,"(34.0082, -118.3002)"
221004099,01/04/2022,01/04/2022,1230,10,West Valley,1001,997,TRAFFIC COLLISION,3011 3028 4026 3030 3037 3101,55,M,O,101,STREET,TAMPA                        AV,COHASSET                     ST,"(34.2143, -118.5534)"
221304109,01/04/2022,01/04/2022,0030,13,Newton,1371,997,TRAFFIC COLLISION,0605 3024 3037 3101 4024 3401 3701 3003,24,M,H,101,STREET,BROADWAY,59TH                         ST,"(33.9924, -118.2772)"
221704049,01/04/2022,01/04/2022,0805,17,Devonshire,1799,997,TRAFFIC COLLISION,3101 4026 3004 3028 3034 3037,40,F,W,101,STREET,GLORIA                       AV,PARTHENIA                    ST,"(34.2284, -118.4808)"
221704104,01/05/2022,01/04/2022,1915,17,Devonshire,1762,997,TRAFFIC COLLISION,3028 3006 3030 3037 3104 4026,26,M,H,101,STREET,DE SOTO                      AV,PLUMMER                      ST,"(34.2427, -118.5886)"
221704106,01/05/2022,01/04/2022,1920,17,Devonshire,1781,997,TRAFFIC COLLISION,3006 3028 3030 3037 3104 4026,,M,W,101,STREET,KNAPP                        ST,INDEPENDENCE                 AV,"(34.2384, -118.592)"
221804178,01/05/2022,01/04/2022,2355,18,Southeast,1806,997,TRAFFIC COLLISION,3101 3037 3003 3024 4018,40,M,O,101,STREET,89TH,CENTRAL,"(33.9556, -118.2564)"
221404106,01/04/2022,01/04/2022,0020,14,Pacific,1494,997,TRAFFIC COLLISION,4014 3012 3028 3034 3036 3103 3401 3701,57,F,W,101,STREET,AVIATION                     BL,104TH                        ST,"(33.9422, -118.3789)"
220304156,01/04/2022,01/04/2022,1440,03,Southwest,0398,997,TRAFFIC COLLISION,3011 3028 3034 4025 3101 3037,61,M,H,101,STREET,FIGUEROA                     ST,42ND                         ST,"(34.0071, -118.2827)"
220804149,01/04/2022,01/04/2022,1735,08,West LA,0811,997,TRAFFIC COLLISION,4027 3011 3028 3034 3037 3101 3401 3701,80,,,101,STREET,MUSKINGUM                    AV,SUNSET                       BL,"(34.0489, -118.5355)"
221404108,01/04/2022,01/04/2022,0025,14,Pacific,1494,997,TRAFFIC COLLISION,3026 4014 3012 3034 3036 3103 3401 3701,30,M,H,101,STREET,AVIATION                     BL,104TH                        ST,"(33.9422, -118.3789)"
221404183,01/05/2022,01/04/2022,2240,14,Pacific,1467,997,TRAFFIC COLLISION,3011 3028 3034 3036 3101 3401 3701 4014 3030,21,,,101,STREET,CENTER                       DR,PROMENADE,"(33.9766, -118.3909)"
220904614,01/18/2022,01/04/2022,1255,09,Van Nuys,0926,997,TRAFFIC COLLISION,3006 3028 3030 3037 3101 4026,29,M,W,101,STREET,WOODMAN                      AV,VANOWEN                      ST,"(34.1939, -118.4313)"
220504125,01/05/2022,01/04/2022,1920,05,Harbor,0566,997,TRAFFIC COLLISION,3101 3037 3011 3028 4025 3039,56,F,W,102,SIDEWALK,CENTRE                       ST,11TH                         ST,"(33.7342, -118.2836)"
221704072,01/05/2022,01/04/2022,1910,17,Devonshire,1762,997,TRAFFIC COLLISION,3101 3602 3008 3027 4026 3029 3037 3038 1218,38,M,H,101,STREET,PLUMMER                      ST,LURLINE                      AV,"(34.2427, -118.5842)"
221504134,01/04/2022,01/04/2022,1430,15,N Hollywood,1591,997,TRAFFIC COLLISION,3037 3004 3028 4026 3030 3032 3101,24,F,W,101,STREET,VENTURA                      BL,FAIRWAY                      AV,"(34.1447, -118.4098)"
221804170,01/05/2022,01/04/2022,2215,18,Southeast,1804,997,TRAFFIC COLLISION,3101 3037 3026 3006 3028 3034 4025,34,F,H,101,STREET,CENTRAL,MANCHESTER,"(33.9602, -118.2564)"
221104576,01/17/2022,01/04/2022,2320,11,Northeast,1136,997,TRAFFIC COLLISION,3401 0605 3006 3028 3030 3033 3035 3037 3101 4011,45,F,H,101,STREET,EL PASO                      DR,BARRYKNOLL                   DR,"(34.1188, -118.2197)"
222007196,03/17/2022,01/05/2022,0749,20,Olympic,2099,997,TRAFFIC COLLISION,,41,F,H,101,STREET,WASHINGTON,MAGNOLIA,"(34.04, -118.2864)"
221907794,04/04/2022,01/05/2022,0415,19,Mission,1918,997,TRAFFIC COLLISION,3004 3028 4026 3030 3033 3035 3036,43,M,H,101,STREET,FOOTHILL,MACLAY,"(34.2985, -118.4205)"
220304203,01/05/2022,01/05/2022,1740,03,Southwest,0335,997,TRAFFIC COLLISION,3003 4003 3029 3024 3101 3037,46,F,H,102,SIDEWALK,30TH,4TH,"(34.0276, -118.3212)"
221204309,01/06/2022,01/05/2022,1730,12,77th Street,1258,997,TRAFFIC COLLISION,3101 3037 3011 3028 4012 3030 3034,40,M,O,102,SIDEWALK,78TH,SAN PEDRO,"(33.9688, -118.2695)"
221404201,01/05/2022,01/05/2022,0800,14,Pacific,1401,997,TRAFFIC COLLISION,3037 3101 3401 3701 3004 3028 3034 4027,51,M,A,101,STREET,DAHLGREN                     AV,NATIONAL                     BL,"(34.0247, -118.4454)"
221504162,01/05/2022,01/05/2022,1030,15,N Hollywood,1526,997,TRAFFIC COLLISION,3101 4026 3004 3026 3029 3037,32,F,H,101,STREET,OXNARD                       ST,LANKERSHIM                   BL,"(34.1794, -118.3832)"
222104131,01/05/2022,01/05/2022,1920,21,Topanga,2148,997,TRAFFIC COLLISION,3101 3004 3024 4026 3036,19,M,W,101,STREET,SHERMAN                      WY,OSO                          AV,"(34.201, -118.5753)"
221404237,01/05/2022,01/05/2022,2019,14,Pacific,1485,997,TRAFFIC COLLISION,3004 3028 3030 4027 3035 3036 3101 3401 3701,39,M,O,101,STREET,92ND                         ST,SEVPULVEDA                   BL,"(33.9579, -118.402)"
220304194,01/05/2022,01/05/2022,1415,03,Southwest,0301,997,TRAFFIC COLLISION,3037 3101 3008 3024 3029 4025,15,M,H,101,STREET,ADAMS                        BL,RIDGELEY,"(34.0325, -118.3613)"
220504156,01/05/2022,01/05/2022,1830,05,Harbor,0512,997,TRAFFIC COLLISION,3101 3037 3004 3028 4005 3030,51,F,H,101,STREET,PALOS VERDES,VERMONT,"(33.7816, -118.2975)"
221004145,01/05/2022,01/05/2022,1435,10,West Valley,1006,997,TRAFFIC COLLISION,3101 3602 3037 3004 3028 4026 3030,80,M,O,101,STREET,LOUISE                       AV,WHITE OAK                    AV,"(34.2147, -118.5142)"
221004158,01/05/2022,01/05/2022,1850,10,West Valley,1063,997,TRAFFIC COLLISION,3003 3026 3029 3032 3037 1218 3102 4026,54,M,W,101,STREET,RESEDA                       BL,BURBANK                      BL,"(34.1723, -118.536)"
221604164,01/05/2022,01/05/2022,0410,16,Foothill,1633,997,TRAFFIC COLLISION,3101 3037 3006 3028 4009 3030,99,F,U,101,STREET,OSBORNE                      ST,FOOTHILL                     BL,"(34.2736, -118.3939)"
221604174,01/05/2022,01/05/2022,1205,16,Foothill,1612,997,TRAFFIC COLLISION,3101 3004 3028 4026 3034 3036,39,M,H,101,STREET,VAN NUYS                     BL,NORRIS                       AV,"(34.2704, -118.4162)"
222104130,01/05/2022,01/05/2022,1720,21,Topanga,2183,997,TRAFFIC COLLISION,3103 4021 3011 3025 3034 3037,,M,W,101,STREET,MULHOLLAND                   DR,MULHOLLAND                   HY,"(34.149, -118.612)"
221204293,01/05/2022,01/05/2022,1815,12,77th Street,1249,997,TRAFFIC COLLISION,3101 3037 3011 3026 4025 3034,,M,H,101,STREET,FIGUEROA                     ST,65TH                         ST,"(33.9806, -118.2827)"
222104125,01/05/2022,01/05/2022,1230,21,Topanga,2183,997,TRAFFIC COLLISION,3103 3011 4026 3034 3037,56,M,H,101,STREET,VALMAR                       RD,MULHOLLAND                   DR,"(34.1527, -118.6306)"
221904137,01/05/2022,01/05/2022,0955,19,Mission,1916,997,TRAFFIC COLLISION,3102 3011 3028 4026 3032 3034 3037,30,M,B,101,STREET,POLK                         ST,FELLOWS                      AV,"(34.309, -118.4482)"
220204208,01/05/2022,01/05/2022,1720,02,Rampart,0296,997,TRAFFIC COLLISION,3401 3701 3037 0605 3003 3026 3029 3101 4024,27,M,B,101,STREET,7TH                          ST,BIXEL                        AV,"(34.0508, -118.264)"
220204197,01/05/2022,01/05/2022,1450,02,Rampart,0269,997,TRAFFIC COLLISION,3401 0605 3003 3025 3029 3033 3035 3037 3101 4024,51,M,H,101,STREET,8TH                          ST,UNION                        ST,"(34.0524, -118.2722)"
220804177,01/05/2022,01/05/2022,0740,08,West LA,0835,997,TRAFFIC COLLISION,4027,34,M,W,101,STREET,SANTA MONICA                 BL,GLENDON                      AV,"(34.0499, -118.4355)"
220104283,01/05/2022,01/05/2022,1435,01,Central,0176,997,TRAFFIC COLLISION,3401 3701 0605 3003 3025 3029 1218 3101 4024,49,M,H,101,STREET,MAPLE                        AV,9TH                          ST,"(34.0408, -118.2512)"
220604186,01/05/2022,01/05/2022,1530,06,Hollywood,0656,997,TRAFFIC COLLISION,3009 3024 3034 3036 3101 3401 3701 4027,38,M,B,101,STREET,VINE                         ST,ELEANOR                      AV,"(34.0898, -118.3266)"
221204292,01/05/2022,01/05/2022,1630,12,77th Street,1213,997,TRAFFIC COLLISION,3101 3037 3003 3025 4012,14,M,H,101,STREET,SLAUSON,WESTERN,"(33.9892, -118.3089)"
221204307,01/05/2022,01/05/2022,2020,12,77th Street,1253,997,TRAFFIC COLLISION,3004 3028 4012 3030 3034 3101 3036,29,M,H,101,STREET,VAN NESS,76TH,"(33.9709, -118.3177)"
221204338,01/06/2022,01/05/2022,1425,12,77th Street,1268,997,TRAFFIC COLLISION,3004 3026 4012 3101 3037,25,M,H,101,STREET,MANCHESTER                   AV,BROADWAY,"(33.9601, -118.2783)"
222004226,01/07/2022,01/05/2022,2320,20,Olympic,2001,997,TRAFFIC COLLISION,3006 3035 3037 3101 3401 3701 3030 3028 4020,42,F,O,101,STREET,CLINTON                      ST,VAN NESS                     AV,"(34.0817, -118.3157)"
222004576,01/17/2022,01/05/2022,1655,20,Olympic,2079,997,TRAFFIC COLLISION,3004 3028 3030 4027,23,F,H,101,STREET,PICO                         BL,ARAPAHOE                     ST,"(34.0473, -118.2854)"
220804188,01/05/2022,01/05/2022,1530,08,West LA,0807,997,TRAFFIC COLLISION,3030 4027 3037 3006 3028 3035 3101 3401 3701,21,F,O,101,STREET,N  BEVERLY GLEN                 BL,TIFFANY CIR,"(34.1262, -118.4454)"
220804573,01/16/2022,01/05/2022,2320,08,West LA,0805,997,TRAFFIC COLLISION,3011 3026 3034 3037 3101 3401 3701 4027,21,,,101,STREET,SUNSET                       BL,THURSTON                     AV,"(34.074, -118.4643)"
220804192,01/06/2022,01/05/2022,1930,08,West LA,0801,997,TRAFFIC COLLISION,3011 3025 3039 4027 3034 3037 3101 3401 3701,99,,,101,STREET,S  TOPANGA CANYON               DR,FERNWOOD                     DR,"(34.0921, -118.5682)"
220904180,01/06/2022,01/06/2022,0200,09,Van Nuys,0905,997,TRAFFIC COLLISION,3006 3028 4026 3037 3030 3101,40,M,O,101,STREET,SHERMAN                      WY,KESTER                       AV,"(34.2013, -118.4566)"
221304244,01/06/2022,01/06/2022,1650,13,Newton,1303,997,TRAFFIC COLLISION,3064 0605 3401 3701 3003 3024 3037 0947 3101 4024,35,M,B,101,STREET,S  SAN PEDRO                    ST,E  11TH                         ST,"(34.0353, -118.2522)"
221504200,01/06/2022,01/06/2022,0920,15,N Hollywood,1583,997,TRAFFIC COLLISION,3028 4026 3034 3037 3006 3101,22,M,W,101,STREET,MOORPARK                     ST,COLFAX                       AV,"(34.1504, -118.3877)"
221504202,01/06/2022,01/06/2022,0948,15,N Hollywood,1583,997,TRAFFIC COLLISION,3002 3028 4026 3034 3037 3101 3006,22,M,W,101,STREET,MOORPARK                     ST,COLFAX                       AV,"(34.1504, -118.3877)"
221404269,01/06/2022,01/06/2022,0645,14,Pacific,1438,997,TRAFFIC COLLISION,3003 3024 4027 3034 3037 3101 3401 3701 2004,72,M,H,101,STREET,VENICE                       BL,GLENDON                      AV,"(34.0177, -118.4089)"
221604188,01/06/2022,01/06/2022,0030,16,Foothill,1641,997,TRAFFIC COLLISION,4016 3006 3028 3030 3037 3101,,M,W,101,STREET,RINCON                       AV,CARL                         ST,"(34.2579, -118.4297)"
222104190,01/07/2022,01/06/2022,1215,21,Topanga,2159,997,TRAFFIC COLLISION,3101 3011 3028 4021 3030 3032 3037,40,M,H,103,ALLEY,WINNETKA                     AV,ARCHWOOD                     ST,"(34.188, -118.5662)"
221304368,01/06/2022,01/06/2022,1525,13,Newton,1377,997,TRAFFIC COLLISION,0605 4024 3101 3401 3701 3029 3004 3037 3028 3035,80,M,H,101,STREET,55TH                         ST,E  LONG BEACH,"(33.993, -118.2435)"
220904184,01/06/2022,01/06/2022,0945,09,Van Nuys,0909,997,TRAFFIC COLLISION,3004 3026 4026 3034 3036 3101,57,M,O,101,STREET,WOODMAN                      AV,VALERIO                      ST,"(34.2048, -118.4312)"
221404270,01/06/2022,01/06/2022,0810,14,Pacific,1414,997,TRAFFIC COLLISION,4027,25,M,H,101,STREET,LINCOLN,ROSE,"(34.0011, -118.4673)"
222004203,01/06/2022,01/06/2022,1420,20,Olympic,2056,997,TRAFFIC COLLISION,3004 3028 4027,30,M,H,101,STREET,PICO                         BL,BERENDO                      ST,"(34.0473, -118.2936)"
220704200,01/06/2022,01/06/2022,1945,07,Wilshire,0724,997,TRAFFIC COLLISION,4027 3004 3028 3034 3037 3102 3401 3701 3032,45,M,W,101,STREET,3RD                          ST,GARDNER                      ST,"(34.0704, -118.3532)"
221404584,01/13/2022,01/06/2022,1930,14,Pacific,1431,997,TRAFFIC COLLISION,3025 3029 4014 3006 3035 3037 3101 3401 3701,33,M,W,101,STREET,PACIFIC                      AV,MARKET                       ST,"(33.9883, -118.4727)"
220504188,01/06/2022,01/06/2022,1800,05,Harbor,0557,997,TRAFFIC COLLISION,3004 3026 4025,48,M,H,101,STREET,7TH                          ST,CABRILLO                     AV,"(33.7379, -118.2946)"
220904209,01/06/2022,01/06/2022,1720,09,Van Nuys,0971,997,TRAFFIC COLLISION,3101 3036 3004 3024 4026,48,M,O,101,STREET,VENTURA                      BL,DICKENS                      ST,"(34.154, -118.4673)"
221904203,01/07/2022,01/06/2022,2300,19,Mission,1925,997,TRAFFIC COLLISION,3101 3037 3006 3028 4026 3030,,M,H,101,STREET,SAN FERNANDO                 RD,ASTORIA                      ST,"(34.2967, -118.4553)"
221304243,01/06/2022,01/06/2022,1400,13,Newton,1326,997,TRAFFIC COLLISION,3028 3012 3033 3034 3037 3104 4024,33,M,H,101,STREET,HOOPER,ADAMS,"(34.0159, -118.2487)"
220904208,01/06/2022,01/06/2022,0800,09,Van Nuys,0938,997,TRAFFIC COLLISION,3037 3101 3006 3028 4026 3030,50,M,H,101,STREET,DEBBY                        ST,NAGLE                        AV,"(34.1841, -118.4237)"
221604211,01/06/2022,01/06/2022,1730,16,Foothill,1602,997,TRAFFIC COLLISION,3101 3602 3038 3004 3026 4026 3037,30,M,H,101,STREET,GLENOAKS                     BL,FILMORE                      ST,"(34.2767, -118.4148)"
220604206,01/06/2022,01/06/2022,0200,06,Hollywood,0622,997,TRAFFIC COLLISION,4027 3006 3028 3034 3037 3101 3701 3401,29,F,B,101,STREET,LAUREL CANYON                BL,LAURELMONT                   DR,"(34.1136, -118.3734)"
220104306,01/06/2022,01/06/2022,0310,01,Central,0119,997,TRAFFIC COLLISION,0605 3011 3028 3032 3034 3101 4024 3401 3701 3037,35,F,O,108,PARKING LOT,VIGNES                       ST,RAMIREZ                      ST,"(34.0556, -118.2321)"
221304273,01/07/2022,01/06/2022,1235,13,Newton,1373,997,TRAFFIC COLLISION,0605 4013,,M,H,101,STREET,MCKINLEY,57TH,"(33.9907, -118.2608)"
221104483,01/14/2022,01/06/2022,2132,11,Northeast,1146,997,TRAFFIC COLLISION,0605 3006 3028 3030 3101 3401 3701 4011 3037 3033,26,M,W,101,STREET,NEWELL,RIPPLE,"(34.0999, -118.2462)"
220104537,01/06/2022,01/06/2022,1415,01,Central,0153,997,TRAFFIC COLLISION,0605 4024 3101 3401 3701 3034 3037 3028 3004,61,M,W,101,STREET,7TH                          ST,SPRING,"(34.0445, -118.2523)"
221604219,01/07/2022,01/06/2022,1845,16,Foothill,1601,997,TRAFFIC COLLISION,3103 3003 3024 4016 3037,,M,O,101,STREET,GLENOAKS                     BL,PAXTON,"(34.2801, -118.4185)"
221104629,01/06/2022,01/06/2022,1355,11,Northeast,1133,997,TRAFFIC COLLISION,0605 3030 4011,21,F,O,101,STREET,GLENDALE                     BL,GLENHURST                    AV,"(34.1161, -118.2627)"
