DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
221304359,01/10/2022,01/09/2022,2235,13,Newton,1331,997,TRAFFIC COLLISION,0605 3006 3028 3033 3035 3037 3103 4024 3101 3401,39,M,H,101,STREET,HILL                         ST,32ND                         ST,"(34.0211, -118.274)"
221504411,01/11/2022,01/09/2022,1945,15,N Hollywood,1501,997,TRAFFIC COLLISION,3037 3102 3011 3028 4015 3030 3032,99,M,O,101,STREET,SATICOY                      ST,COLDWATER CANYON             AV,"(34.2068, -118.4144)"
221404386,01/10/2022,01/09/2022,2040,14,Pacific,1446,997,TRAFFIC COLLISION,3028 3030 3035 3037 3101 3401 3701 3006 4014,21,F,,101,STREET,GRANDVIEW                    AV,PACIFIC                      AV,"(34.0022, -118.4275)"
220104508,01/09/2022,01/09/2022,1625,01,Central,0143,997,TRAFFIC COLLISION,0605 3004 3026 3029 3033 3037 3101 4024,28,F,B,101,STREET,BROADWAY,5TH,"(34.0481, -118.2507)"
220204372,01/09/2022,01/09/2022,1750,02,Rampart,0236,997,TRAFFIC COLLISION,0605 3401 3701 3037 3035 3006 3028 3039 3101 4024,64,M,B,101,STREET,ALVARADO                     ST,3RD                          ST,"(34.0634, -118.2724)"
220904285,01/09/2022,01/09/2022,1400,09,Van Nuys,0981,997,TRAFFIC COLLISION,3004 3028 4026 3037 3039 3101,52,M,H,101,STREET,SEPULVEDA                    BL,VENTURA                      BL,"(34.1538, -118.4662)"
221004289,01/09/2022,01/09/2022,0205,10,West Valley,1078,997,TRAFFIC COLLISION,3101 4010 3011 3028 3037 3039,,M,W,101,STREET,HAVENHURST                   AV,VENTURA                      BL,"(34.1613, -118.4917)"
221004290,01/10/2022,01/09/2022,2347,10,West Valley,1094,997,TRAFFIC COLLISION,3011 3026 4026 3034 3037 3101 3602,,M,W,101,STREET,RESEDA                       BL,PASEO NUEVO                  DR,"(34.1487, -118.5374)"
221104295,01/09/2022,01/09/2022,0645,11,Northeast,1101,997,TRAFFIC COLLISION,0605 3011 3028 3034 3101 4024 3401 3701 3037,21,M,O,101,STREET,VERMONT CANYON               RD,OBSERVATORY                  RD,"(34.1245, -118.2973)"
221104328,01/09/2022,01/09/2022,1640,11,Northeast,1129,997,TRAFFIC COLLISION,0605 4024 3011 3101 3401 3701 3028 3034 3036,,X,X,101,STREET,BRIDEWELL                    ST,SALONICA                     ST,"(34.1135, -118.1769)"
221604313,01/11/2022,01/09/2022,2230,16,Foothill,1605,997,TRAFFIC COLLISION,3004 3028 4016 3030 3036 3101,35,M,O,101,STREET,GLADSTONE                    AV,GAGER                        ST,"(34.2797, -118.3948)"
221704255,01/10/2022,01/09/2022,2255,17,Devonshire,1764,997,TRAFFIC COLLISION,3004 3028 4026 3036 3039 3101,43,M,H,101,STREET,CORBIN                       AV,NORDHOFF                     ST,"(34.2355, -118.5623)"
222004298,01/09/2022,01/09/2022,0530,20,Olympic,2079,997,TRAFFIC COLLISION,3003 3029 4020 1402,42,M,B,101,STREET,VENICE                       BL,VERMONT                      AV,"(34.0443, -118.2916)"
221904302,01/09/2022,01/09/2022,1040,19,Mission,1906,997,TRAFFIC COLLISION,3006 3028 3030 3037 4019 3101,30,F,H,101,STREET,ELDRIDGE                     AV,ASTORIA                      ST,"(34.3208, -118.4283)"
220904278,01/09/2022,01/09/2022,0330,09,Van Nuys,0969,997,TRAFFIC COLLISION,3011 3028 3034 3037 3101 4009,50,M,H,101,STREET,COLDWATER CANYON             AV,RIVERSIDE                    DR,"(34.1576, -118.4138)"
220404511,01/10/2022,01/09/2022,2300,04,Hollenbeck,0478,997,TRAFFIC COLLISION,0605 4004 3030,31,F,H,101,STREET,800 S  LORENA                       ST,,"(34.0287, -118.2003)"
221404920,01/21/2022,01/09/2022,1050,14,Pacific,1494,997,TRAFFIC COLLISION,3004 3028 3030 3035 3101 3401 3701 4027,60,M,A,101,STREET,WORLD                        WY,SEPULVEDA                    BL,"(33.942, -118.4095)"
221404411,01/10/2022,01/09/2022,2040,14,Pacific,1402,997,TRAFFIC COLLISION,3004 3026 3029 4027,72,F,W,101,STREET,SAWTELLE                     BL,GRAHAM                       PL,"(34.0305, -118.4348)"
221304445,01/11/2022,01/09/2022,0130,13,Newton,1342,997,TRAFFIC COLLISION,0605 3006 3028 4013 3030 3101 3401 3701 3037,30,F,W,101,STREET,WOODLAWN                     AV,MARTIN LUTHER KING JR,"(34.0112, -118.2728)"
221704304,01/11/2022,01/09/2022,1830,17,Devonshire,1781,997,TRAFFIC COLLISION,3011 3028 4017 3034 3030 3037 3101,99,M,O,101,STREET,NORDHOFF                     ST,LURLINE                      AV,"(34.2354, -118.5841)"
221804383,01/10/2022,01/09/2022,2120,18,Southeast,1824,997,TRAFFIC COLLISION,3101 3037 3013 3026 3029 4025,62,M,H,101,STREET,CENTURY                      BL,E  CENTRAL                      AV,"(33.9457, -118.2541)"
221104309,01/09/2022,01/09/2022,1430,11,Northeast,1181,997,TRAFFIC COLLISION,3401 0605 3004 3028 3030 3033 3034 3037 3101 4024,,M,W,101,STREET,ALVARADO                     ST,MONTANA                      ST,"(34.0806, -118.2616)"
220604379,01/10/2022,01/10/2022,1155,06,Hollywood,0626,997,TRAFFIC COLLISION,3034 3036 3101 3401 3701 3004 3028 4027,39,F,A,101,STREET,FRANKLIN                     AV,VINE                         ST,"(34.1052, -118.3267)"
220104561,01/10/2022,01/10/2022,1700,01,Central,0192,997,TRAFFIC COLLISION,0605 3401 3701 3037 3033 3011 3026 3034 3101 4024,99,M,W,101,STREET,FIGUEROA,WASHINGTON,"(34.0344, -118.272)"
221904333,01/10/2022,01/10/2022,0445,19,Mission,1958,997,TRAFFIC COLLISION,3101 3003 4026 3037 3027,58,M,H,101,STREET,WOODMAN                      AV,SYLMAR                       AV,"(34.2452, -118.4469)"
221904377,01/10/2022,01/10/2022,1925,19,Mission,1983,997,TRAFFIC COLLISION,3004 3028 4026 3034 3037 3101,45,F,H,101,STREET,PARTHENIA                    ST,COLUMBUS                     AV,"(34.2283, -118.4654)"
221204526,01/11/2022,01/10/2022,2207,12,77th Street,1215,997,TRAFFIC COLLISION,3006 3028 3034 4025 3602 3101 3037,40,M,H,101,STREET,56TH                         ST,NORMANDIE                    AV,"(33.9916, -118.3002)"
221704281,01/10/2022,01/10/2022,1338,17,Devonshire,1705,997,TRAFFIC COLLISION,3032 3103 3022 4026 3037,45,M,H,126,"TRAIN, OTHER THAN MTA (ALSO QUERY 809/810/811)",SAN FERNANDO                 RD,SUNSHINE                     RD,"(34.313, -118.5202)"
221504295,01/10/2022,01/10/2022,1115,15,N Hollywood,1595,997,TRAFFIC COLLISION,3101 3004 3024 4026 3029 3037,25,F,W,101,STREET,VENTURA                      BL,BIG OAK                      DR,"(34.1399, -118.3836)"
220104554,01/10/2022,01/10/2022,1125,01,Central,0157,997,TRAFFIC COLLISION,0605 3401 3701 3064 3025 3029 3037 0947 3101 4024,22,F,B,101,STREET,SAN PEDRO                    ST,7TH                          ST,"(34.041, -118.2465)"
220304393,01/10/2022,01/10/2022,1535,03,Southwest,0314,997,TRAFFIC COLLISION,3101 3037 3002 3028 4025 3034 3039,25,F,B,101,STREET,ADAMS,7TH                          AV,"(34.0326, -118.3239)"
221004329,01/11/2022,01/10/2022,1905,10,West Valley,1067,997,TRAFFIC COLLISION,3004 3026 4026 3029 3037 3101,27,M,W,101,STREET,BALBOA                       BL,BALBOA                       PL,"(34.1645, -118.5011)"
220304410,01/11/2022,01/10/2022,2200,03,Southwest,0311,997,TRAFFIC COLLISION,3003 3026 4003 3029 3032 3101 3037,22,M,B,108,PARKING LOT,LA CIENEGA,OBAMA,"(34.0291, -118.3669)"
220104546,01/10/2022,01/10/2022,1132,01,Central,0142,997,TRAFFIC COLLISION,3101 3401 3701 0605 3004 3028 3035 3037 3103 4024,19,M,B,101,STREET,HILL,5TH,"(34.0492, -118.2513)"
221204487,01/10/2022,01/10/2022,0700,12,77th Street,1258,997,TRAFFIC COLLISION,3004 3026 4025 3029 3101 3037,25,F,H,101,STREET,W  79TH                         ST,S  SAN PEDRO                    ST,"(33.9679, -118.2695)"
220904310,01/10/2022,01/10/2022,0630,09,Van Nuys,0955,997,TRAFFIC COLLISION,3006 3028 4026 3034 3037 3101,27,M,W,101,STREET,VAN NUYS                     BL,MAGNOLIA                     BL,"(34.1649, -118.4487)"
221504516,01/14/2022,01/10/2022,1430,15,N Hollywood,1525,997,TRAFFIC COLLISION,3101 4015 3004 3028 3030 3036,17,M,W,101,STREET,VICTORY                      BL,LAUREL CANYON                BL,"(34.1867, -118.3965)"
220104567,01/10/2022,01/10/2022,1855,01,Central,0155,997,TRAFFIC COLLISION,3101 3401 3701 0605 4024,21,M,H,101,STREET,6TH                          ST,WALL                         ST,"(34.0439, -118.2479)"
220104545,01/10/2022,01/10/2022,1105,01,Central,0152,997,TRAFFIC COLLISION,3401 3701 3036 3034 0605 3004 3025 3033 3101 4024,24,F,W,101,STREET,FLOWER,6TH,"(34.0502, -118.2575)"
220604365,01/10/2022,01/10/2022,0850,06,Hollywood,0632,997,TRAFFIC COLLISION,4027 3028 3006 3034 3037 3103 3401 3701,43,F,W,101,STREET,HOLLYWOOD                    BL,MARMONT                      AV,"(34.0995, -118.3712)"
220104562,01/10/2022,01/10/2022,1750,01,Central,0171,997,TRAFFIC COLLISION,0605 3401 3701 4024 3004 3037 3034 3101 3030 3028,27,F,H,101,STREET,800 W  OLYMPIC                      BL,,"(34.045, -118.264)"
221204522,01/11/2022,01/10/2022,2205,12,77th Street,1213,997,TRAFFIC COLLISION,3006 3026 3029 3034 4025 3101 3037,40,M,H,101,STREET,DENKER                       AV,54TH                         ST,"(33.9933, -118.3046)"
220404283,01/10/2022,01/10/2022,0910,04,Hollenbeck,0469,997,TRAFFIC COLLISION,3004 3006 3011 3028 3033 3035 3037 3039 3101 4024,36,F,H,101,STREET,INDIANA                      AV,5TH                          ST,"(34.0303, -118.1924)"
220904321,01/10/2022,01/10/2022,1310,09,Van Nuys,0974,997,TRAFFIC COLLISION,3101 3006 3028 4026 3030 3034 3037,60,M,W,101,STREET,MOORPARK                     ST,VAN NUYS                     BL,"(34.152, -118.4487)"
220904322,01/10/2022,01/10/2022,1755,09,Van Nuys,0948,997,TRAFFIC COLLISION,3101 3004 3028 4026 3034 3037,49,F,H,101,STREET,FULTON                       AV,CUMPSTON                     ST,"(34.1698, -118.4225)"
221204510,01/10/2022,01/10/2022,1605,12,77th Street,1233,997,TRAFFIC COLLISION,3101 3036 3004 3028 4012 3034,40,M,O,101,STREET,SLAUSON,VAN NESS,"(33.9891, -118.3171)"
221304446,01/11/2022,01/10/2022,2030,13,Newton,1354,997,TRAFFIC COLLISION,0605 3003 3025 4013 3029 3101 3401 3701 3037 3035,35,M,H,101,STREET,43RD,WOODLAWN,"(34.0057, -118.2728)"
221404452,01/10/2022,01/10/2022,0330,14,Pacific,1465,997,TRAFFIC COLLISION,3028 3030 4014 3006 3035 3036 3101 3401 3701,38,F,H,101,STREET,INGLEWOOD                    BL,BRAY                         ST,"(33.988, -118.4099)"
221704256,01/10/2022,01/10/2022,0230,17,Devonshire,1767,997,TRAFFIC COLLISION,3006 3028 3030 4017 3037 3101,,M,W,101,STREET,PRAIRIE                      ST,RESEDA                       BL,"(34.2391, -118.5361)"
221704278,01/10/2022,01/10/2022,1255,17,Devonshire,1794,997,TRAFFIC COLLISION,3101 3006 3028 4026 3037 3039,,F,H,101,STREET,RESEDA                       BL,MALDEN                       ST,"(34.2255, -118.5361)"
221704282,01/11/2022,01/10/2022,2150,17,Devonshire,1765,997,TRAFFIC COLLISION,3004 3026 4026 3037 3038 3101,48,M,H,101,STREET,DEVONSHIRE                   ST,TAMPA                        AV,"(34.2573, -118.5536)"
222104290,01/10/2022,01/10/2022,0835,21,Topanga,2156,997,TRAFFIC COLLISION,3004 3026 4026 3034 3037 3101,28,F,B,101,STREET,COHASSET                     ST,OWENSMOUTH                   AV,"(34.1865, -118.6017)"
220404518,01/10/2022,01/10/2022,0910,04,Hollenbeck,0469,997,TRAFFIC COLLISION,0605 4004 3101 3401 3701 3039 3028 3004 3037,,X,X,101,STREET,E  5TH                          ST,INDIANA                      ST,"(34.0305, -118.1937)"
221104632,01/10/2022,01/10/2022,1528,11,Northeast,1136,997,TRAFFIC COLLISION,0605 3030 4011,25,F,H,101,STREET,4300    MONT EAGLE                   PL,,"(34.1201, -118.2203)"
221004357,01/11/2022,01/10/2022,1535,10,West Valley,1008,997,TRAFFIC COLLISION,3025 4010 3037 3009 3104,21,F,O,101,STREET,ROSCOE                       BL,HAYVENHURST                  AV,"(34.2077, -118.4912)"
220804328,01/10/2022,01/10/2022,1730,08,West LA,0881,997,TRAFFIC COLLISION,4027,99,M,O,101,STREET,BUNDY                        DR,MISSOURI                     AV,"(34.0353, -118.4571)"
221204513,01/10/2022,01/10/2022,0325,12,77th Street,1252,997,TRAFFIC COLLISION,3101 3006 3026 3029 3036 4025,56,F,H,101,STREET,W  76TH                         ST,S  VAN NESS                     AV,"(33.9709, -118.3177)"
220505537,02/09/2022,01/10/2022,0555,05,Harbor,0506,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3401 3701 4005,47,M,A,101,STREET,1300 W  CARSON                       ST,,"(33.8316, -118.2996)"
221605250,02/10/2022,01/10/2022,0845,16,Foothill,1623,997,TRAFFIC COLLISION,3006 4026 3030 3037 3101 3028,32,F,H,101,STREET,12900    PIERCE                       ST,,"(34.2685, -118.4152)"
220108688,01/14/2022,01/11/2022,1630,01,Central,0162,997,TRAFFIC COLLISION,0605 3030 4024,46,F,H,101,STREET,800 S  OLIVE                        ST,,"(34.0452, -118.2569)"
221308751,02/25/2022,01/11/2022,1732,13,Newton,1351,997,TRAFFIC COLLISION,0605 3030 4024,70,M,H,101,STREET,200 W  43RD                         PL,,"(34.0047, -118.2763)"
220304451,01/12/2022,01/11/2022,1730,03,Southwest,0334,997,TRAFFIC COLLISION,3027 3601 3501 3003 3029 4025 1402 3037 3101,48,M,H,101,STREET,JEFFERSON                    BL,11TH                         AV,"(34.0256, -118.3293)"
220104648,01/12/2022,01/11/2022,1635,01,Central,0162,997,TRAFFIC COLLISION,0605 3004 3028 3030 3033 3037 3101 4024 3401 3701,63,M,W,101,STREET,OLIVE,8TH,"(34.0452, -118.2569)"
220504339,01/11/2022,01/11/2022,1000,05,Harbor,0521,997,TRAFFIC COLLISION,3030 3011 3028 4025 3034 3101 3037,40,F,X,101,STREET,GAFFEY                       ST,WESTMONT                     DR,"(33.7645, -118.2935)"
221604326,01/11/2022,01/11/2022,0930,16,Foothill,1675,997,TRAFFIC COLLISION,4026 3004 3026 3033 3034 3036,31,F,H,101,STREET,TUXFORD                      ST,GLENOAKS                     BL,"(34.2345, -118.3713)"
221004333,01/11/2022,01/11/2022,0620,10,West Valley,1005,997,TRAFFIC COLLISION,4026 3004 3026 3029 3037 3101,56,F,W,101,STREET,ROSCOE                       BL,ZELZAH                       AV,"(34.2209, -118.523)"
222104326,01/11/2022,01/11/2022,1410,21,Topanga,2101,997,TRAFFIC COLLISION,3011 3037 3101 3028 4026 3034,,M,W,101,STREET,TOPANGA CANYON               BL,PRAIRIE                      ST,"(34.2391, -118.6061)"
220104599,01/11/2022,01/11/2022,0700,01,Central,0166,997,TRAFFIC COLLISION,3006 3028 3033 3034 3037 3101 4024 0605 3401 3701,53,F,B,101,STREET,7TH                          ST,SAN JULIAN                   ST,"(34.0412, -118.2474)"
221204567,01/11/2022,01/11/2022,1500,12,77th Street,1269,997,TRAFFIC COLLISION,3101 3037 4025 3003 3026 3029 1218,43,M,H,101,STREET,CENTRAL                      AV,79TH                         ST,"(33.9675, -118.2564)"
221404463,01/11/2022,01/11/2022,0250,14,Pacific,1494,997,TRAFFIC COLLISION,3011 3028 4014,25,F,B,101,STREET,IMPERIAL                     HY,SEPULVEDA                    BL,"(33.9336, -118.3962)"
220404314,01/11/2022,01/11/2022,0625,04,Hollenbeck,0437,997,TRAFFIC COLLISION,0605 3011 3028 3030 3034 3037 3101 4024 3401 3701,99,M,O,101,STREET,VALLEY,VINEBURN,"(34.0632, -118.19)"
221804520,01/12/2022,01/11/2022,1915,18,Southeast,1832,997,TRAFFIC COLLISION,3004 3024 4025 3036,23,M,H,101,STREET,108TH,SPRING,"(33.9383, -118.2762)"
222004387,01/11/2022,01/11/2022,1820,20,Olympic,2071,997,TRAFFIC COLLISION,3004 3026 3029 4020,22,M,H,101,STREET,VENICE                       BL,GRAMERCY                     AV,"(34.0436, -118.313)"
220404318,01/11/2022,01/11/2022,1405,04,Hollenbeck,0478,997,TRAFFIC COLLISION,3401 3701 0605 3006 3028 3033 3035 3037 3101 4024,30,F,O,101,STREET,8TH,EUCLID,"(34.0285, -118.2031)"
221504409,01/11/2022,01/11/2022,1600,15,N Hollywood,1521,997,TRAFFIC COLLISION,3102 3006 3028 4026 3034 3037,39,M,W,101,STREET,LONGRIDGE                    AV,VANOWEN                      ST,"(34.1939, -118.4215)"
220304429,01/11/2022,01/11/2022,1245,03,Southwest,0363,997,TRAFFIC COLLISION,3011 3028 3034 4025 3101 3037,,M,W,101,STREET,CRENSHAW                     BL,MARTIN LUTHER KING JR        BL,"(34.0109, -118.3351)"
221204575,01/12/2022,01/11/2022,2155,12,77th Street,1267,997,TRAFFIC COLLISION,4025 3004 3025 3038,40,F,H,101,STREET,MANCHESTER                   AV,HOOVER                       ST,"(33.9601, -118.2871)"
220504342,01/11/2022,01/11/2022,0900,05,Harbor,0519,997,TRAFFIC COLLISION,3011 3028 3024 4025 3101 3037,,M,W,108,PARKING LOT,PACIFIC COAST                HY,ALAMEDA                      BL,"(33.7912, -118.2408)"
221804516,01/11/2022,01/11/2022,1945,18,Southeast,1827,997,TRAFFIC COLLISION,3101 3036 3004 3006 3026 3029 4025,24,F,H,101,STREET,WILMINGTON                   AV,CENTURY                      BL,"(33.9457, -118.239)"
220904373,01/11/2022,01/11/2022,0500,09,Van Nuys,0946,997,TRAFFIC COLLISION,3101 3006 3028 4009 3037 3039,,M,O,101,STREET,WOODMAN                      AV,CHANDLER                     BL,"(34.1686, -118.4312)"
220504324,01/11/2022,01/11/2022,2040,05,Harbor,0563,997,TRAFFIC COLLISION,3008 3025 4025 3030 3101 3037 3029,52,M,H,101,STREET,GAFFEY,13TH                         ST,"(33.7324, -118.2924)"
221104378,01/11/2022,01/11/2022,1700,11,Northeast,1124,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3033 3011 3028 3034,40,M,O,101,STREET,FIERRO,SAN FERNANDO,"(34.1211, -118.2498)"
221204556,01/11/2022,01/11/2022,1335,12,77th Street,1267,997,TRAFFIC COLLISION,3101 3037 3030 3006 4012,55,M,H,101,STREET,FIGUEROA,84TH,"(33.9632, -118.2827)"
221304585,01/14/2022,01/11/2022,1640,13,Newton,1313,997,TRAFFIC COLLISION,,44,F,H,101,STREET,E  SAN BERNARDI                 FY,CENTRAL                      AV,"(34.0286, -118.2545)"
221604325,01/11/2022,01/11/2022,0915,16,Foothill,1676,997,TRAFFIC COLLISION,3101 3004 3026 4026 3029 3037,66,M,W,101,STREET,GLENOAKS                     BL,VINEDALE                     ST,"(34.2287, -118.3653)"
221504414,01/12/2022,01/11/2022,2322,15,N Hollywood,1566,997,TRAFFIC COLLISION,3101 3006 3028 4026 3030 3037,20,M,O,101,STREET,BLOOMFIELD                   ST,VINELAND                     AV,"(34.1493, -118.3702)"
221704453,01/12/2022,01/11/2022,2035,17,Devonshire,1723,997,TRAFFIC COLLISION,3004 3028 4026 3030 3034 3037 3101,50,M,A,101,STREET,DEVONSHIRE                   ST,WINNETKA                     AV,"(34.2572, -118.571)"
221904403,01/11/2022,01/11/2022,1735,19,Mission,1902,997,TRAFFIC COLLISION,3101 3006 3028 4026 3037 3039,42,M,H,101,STREET,BORDEN                       AV,POLK                         ST,"(34.3103, -118.4467)"
221804506,01/11/2022,01/11/2022,1145,18,Southeast,1824,997,TRAFFIC COLLISION,3101 3037 3004 3026 4018,66,M,H,101,STREET,CENTRAL,98TH,"(33.9474, -118.2541)"
221804507,01/11/2022,01/11/2022,1145,18,Southeast,1824,997,TRAFFIC COLLISION,3101 3037 3006 3028 4018,22,M,H,101,STREET,CENTRAL,98TH,"(33.9474, -118.2541)"
222004380,01/11/2022,01/11/2022,1410,20,Olympic,2056,997,TRAFFIC COLLISION,3003 3024 3034 3037 3101 3401 3701 4027 2004,53,F,B,101,STREET,PICO                         BL,CATALINA                     ST,"(34.0473, -118.2947)"
221304772,01/12/2022,01/11/2022,1855,13,Newton,1323,997,TRAFFIC COLLISION,3030 4013 0605,27,F,H,101,STREET,2500 S  SAN PEDRO                    ST,,"(34.0226, -118.2607)"
220904382,01/11/2022,01/11/2022,1825,09,Van Nuys,0914,997,TRAFFIC COLLISION,3102 3006 3028 4026 3032 3034 3037,38,M,W,101,STREET,VANOWEN                      ST,NOBLE                        AV,"(34.1939, -118.4618)"
220105087,01/20/2022,01/11/2022,1635,01,Central,0162,997,TRAFFIC COLLISION,3401 3701 3004 3035 0605 3028 3033 3037 3101 4024,63,M,W,101,STREET,OLIVE,8TH,"(34.0452, -118.2569)"
222104586,01/19/2022,01/11/2022,0500,21,Topanga,2177,997,TRAFFIC COLLISION,3011 3034 3037 4021 3028 3104,12,F,O,101,STREET,DE SOTO                      AV,CLARK                        ST,"(34.1689, -118.5882)"
221704300,01/11/2022,01/11/2022,0900,17,Devonshire,1708,997,TRAFFIC COLLISION,3003 3026 4026 3029 3037 3101,33,M,H,101,STREET,GOTHIC                       AV,RINALDI                      ST,"(34.2792, -118.489)"
221804808,01/18/2022,01/11/2022,1840,18,Southeast,1821,997,TRAFFIC COLLISION,3004 3026 4018 3029 3101 3036,59,M,O,101,STREET,HOOVER,COLDEN,"(33.9492, -118.287)"
221204718,01/14/2022,01/11/2022,1515,12,77th Street,1268,997,TRAFFIC COLLISION,4025 3003 3026 3029 3101 3036,63,M,W,101,STREET,FLORENCE,MAIN,"(33.964, -118.2739)"
221804497,01/11/2022,01/11/2022,1045,18,Southeast,1862,997,TRAFFIC COLLISION,3037 3101 3004 3028 3030 4025,34,M,H,101,STREET,117TH                        ST,SPRING                       ST,"(33.9274, -118.2761)"
221804505,01/11/2022,01/11/2022,1220,18,Southeast,1838,997,TRAFFIC COLLISION,3101 3037 4025 3011 3028 3034,99,M,W,102,SIDEWALK,N  SANTA ANA,JUNIPER                      ST,"(33.9399, -118.2362)"
221304482,01/12/2022,01/11/2022,0015,13,Newton,1309,997,TRAFFIC COLLISION,0605 3004 3030 3101 4024 3026 3401 3701 3036 3035,52,M,H,101,STREET,ALAMEDA                      ST,21ST                         ST,"(34.0172, -118.2396)"
222004362,01/11/2022,01/11/2022,0310,20,Olympic,2062,997,TRAFFIC COLLISION,4027,73,F,B,101,STREET,PICO                         BL,ARLINGTON                    AV,"(34.0472, -118.3176)"
221304520,01/12/2022,01/12/2022,2150,13,Newton,1372,997,TRAFFIC COLLISION,0605 3004 3035 4024 3101 3401 3701 3036 3026 3033,60,F,B,101,STREET,SLAUSON                      AV,AVALON                       BL,"(33.9893, -118.2652)"
221104396,01/12/2022,01/12/2022,1620,11,Northeast,1133,997,TRAFFIC COLLISION,3028 3034 3101 4024 0605 3401 3701 3006 3037 3033,30,M,O,101,STREET,PERLITA,SILVER LAKE                  BL,"(34.1157, -118.2545)"
221204585,01/12/2022,01/12/2022,0112,12,77th Street,1243,997,TRAFFIC COLLISION,4025 3011 3025 3030 3039 3101 3037,40,M,B,102,SIDEWALK,FLORENCE                     AV,GRAMERCY                     PL,"(33.9746, -118.3134)"
220404368,01/13/2022,01/12/2022,2300,04,Hollenbeck,0477,997,TRAFFIC COLLISION,3401 3701 3037 3033 0605 3006 3028 3039 3101 4024,,F,H,101,STREET,CAMULOS                      ST,GUIRADO                      ST,"(34.0335, -118.2091)"
221304508,01/12/2022,01/12/2022,1700,13,Newton,1325,997,TRAFFIC COLLISION,3004 3028 3034 0605 3101 3401 3701 4024 3037 3033,67,M,H,101,STREET,CENTRAL,29TH                         ST,"(34.0157, -118.2562)"
220104672,01/12/2022,01/12/2022,1550,01,Central,0111,997,TRAFFIC COLLISION,0605 3026 3037 3101 4024 3401 3701 3004 3034 3033,,M,W,101,STREET,ALPINE,HILL,"(34.0635, -118.2426)"
221204582,01/12/2022,01/12/2022,0005,12,77th Street,1241,997,TRAFFIC COLLISION,3002 3028 3030 3036 3039 4025 3101,26,M,O,101,STREET,HYDE PARK                    BL,11TH                         AV,"(33.9806, -118.3294)"
221704561,01/12/2022,01/12/2022,1300,17,Devonshire,1701,997,TRAFFIC COLLISION,3004 3028 4026 3032 3034 3037 3102,60,M,W,101,STREET,RINALDI                      ST,PORTER RANCH                 DR,"(34.2756, -118.5701)"
221504455,01/12/2022,01/12/2022,1352,15,N Hollywood,1539,997,TRAFFIC COLLISION,3011 3028 4026 3030 3032 3034 3037 3104,,M,W,102,SIDEWALK,VINELAND                     AV,HATTERAS                     ST,"(34.1758, -118.3703)"
221204625,01/13/2022,01/12/2022,0015,12,77th Street,1243,997,TRAFFIC COLLISION,3101 3037 3006 3028 4025 3030,,M,B,101,STREET,CIMARRON,62ND,"(33.9834, -118.3158)"
220204471,01/12/2022,01/12/2022,1550,02,Rampart,0237,997,TRAFFIC COLLISION,3011 3028 3030 3101 0605 3401 3701 4024 3037 3034,99,M,W,101,STREET,BEVERLY,UNION                        PL,"(34.0637, -118.2638)"
220504399,01/13/2022,01/12/2022,0750,05,Harbor,0506,997,TRAFFIC COLLISION,3101 3037 3006 3028 4025 3030,48,M,H,101,STREET,W  CARSON                       ST,WESTERN                      AV,"(33.8315, -118.309)"
222104385,01/12/2022,01/12/2022,2150,21,Topanga,2187,997,TRAFFIC COLLISION,3037 3101 4021 3004 3028 3030 3034,25,M,H,101,STREET,VENTURA                      BL,PARALTA                      AV,"(34.1667, -118.5908)"
220904407,01/12/2022,01/12/2022,0800,09,Van Nuys,0943,997,TRAFFIC COLLISION,3004 3028 4026 3034 3037 3030 3101,60,M,W,101,STREET,OXNARD                       ST,VAN NUYS                     BL,"(34.1794, -118.4487)"
220404348,01/12/2022,01/12/2022,0700,04,Hollenbeck,0491,997,TRAFFIC COLLISION,3006 3028 3034 3037 3102 4024 3101 0605 3401 3701,66,M,H,101,STREET,OLYMPIC                      BL,BOYLE                        AV,"(34.0248, -118.2211)"
221004390,01/12/2022,01/12/2022,0930,10,West Valley,1098,997,TRAFFIC COLLISION,3034 3101 3004 3028 4026 3036,,X,X,101,STREET,SEPULVEDA                    BL,DARTFORD                     WY,"(34.1326, -118.4799)"
221004418,01/13/2022,01/12/2022,2130,10,West Valley,1065,997,TRAFFIC COLLISION,3037 3101 3004 3025 4026 3039,49,M,O,101,STREET,LINDLEY                      AV,KILLION                      ST,"(34.1708, -118.5272)"
221504453,01/12/2022,01/12/2022,1400,15,N Hollywood,1538,997,TRAFFIC COLLISION,3028 4026 3030 3037 3006 3101,35,F,H,101,STREET,HATTERAS                     ST,VINELAND                     AV,"(34.1758, -118.3703)"
221504454,01/12/2022,01/12/2022,1230,15,N Hollywood,1591,997,TRAFFIC COLLISION,3004 3028 4026 3030 3034 3101 3037,,M,W,101,STREET,VENTURA                      BL,COLDWATER CANYON             AV,"(34.1451, -118.4137)"
221604357,01/12/2022,01/12/2022,1020,16,Foothill,1685,997,TRAFFIC COLLISION,3037 3101 3004 3028 4026 3034,34,F,B,101,STREET,TUJUNGA                      AV,STRATHERN                    ST,"(34.2157, -118.3791)"
